id	gene	chrom	chromStart	chromEnd	strand
ENSG00000232307.1	DAOA-AS1	chr13	105459055	105505681	-
ENSG00000275968.1	DAOA-AS1_1	chr13	105459815	105460015	+
ENSG00000275502.1	DAOA-AS1_2	chr13	105462302	105462505	+
ENSG00000182346.16	DAOA	chr13	105465867	105491034	+
ENSG00000280455.1	RP11-252M24.1	chr13	105690429	105702689	+
ENSG00000226620.6	LINC00343	chr13	105704280	105764440	+
ENSG00000252550.1	SNORA25	chr13	105897523	105897643	-
ENSG00000222643.1	AL603632.1	chr13	106128371	106128488	+
ENSG00000222682.1	RNA5SP38	chr13	106155372	106155490	-
ENSG00000233532.4	LINC00460	chr13	106376563	106378217	+
ENSG00000174418.7	RPL35P9	chr13	106425773	106426122	+
ENSG00000125266.6	EFNB2	chr13	106489731	106535114	-
ENSG00000274204.1	RP11-272L14.2	chr13	106506046	106506713	-
ENSG00000134884.12	ARGLU1	chr13	106541673	106568164	-
ENSG00000278371.2	AL442127.1	chr13	106567662	106567799	+
ENSG00000272274.1	LINC00551	chr13	106617810	106631359	+
ENSG00000230156.2	LINC00443	chr13	106653916	106672163	+
ENSG00000227590.2	ATP5G1P5	chr13	106663437	106663847	+
ENSG00000278698.1	RP11-282A11.3	chr13	106773623	106774279	-
ENSG00000174408.8	PPIAP24	chr13	106863816	106864286	-
ENSG00000277863.1	RP11-282A11.4	chr13	106903150	106904099	-
ENSG00000279157.1	RP11-282A11.2	chr13	106941950	106942561	-
ENSG00000239050.1	AL354741.1	chr13	106974938	106975026	-
ENSG00000221316.1	AL445204.1	chr13	107121033	107121123	+
ENSG00000204442.3	FAM155A	chr13	107163510	107866735	-
ENSG00000201847.1	SNORD31	chr13	107320895	107320963	-
ENSG00000276740.1	RP11-381O6.1	chr13	107465984	107466674	-
ENSG00000221650.1	MIR1267	chr13	107531171	107531248	-
ENSG00000221473.2	AL138710.1	chr13	107636031	107636116	+
ENSG00000227248.1	FAM155A-IT1	chr13	107788342	107835451	-
ENSG00000274718.1	RP11-346C4.3	chr13	107870383	107873372	+
ENSG00000174405.12	LIG4	chr13	108207439	108218368	-
ENSG00000139826.5	ABHD13	chr13	108218379	108234255	+
ENSG00000102524.10	TNFSF13B	chr13	108251240	108308484	+
ENSG00000277246.1	RP11-153I24.4	chr13	108267320	108267734	+
ENSG00000223177.1	RNA5SP39	chr13	108301212	108301331	-
ENSG00000232087.1	HCFC2P1	chr13	108480226	108481817	+
ENSG00000041515.14	MYO16	chr13	108596152	109208007	+
ENSG00000229938.1	MYO16-AS2	chr13	109101261	109101919	-
ENSG00000236242.1	MYO16-AS1	chr13	109163902	109201483	-
ENSG00000275216.1	RP11-54H7.4	chr13	109269634	109273838	+
ENSG00000223617.1	LINC00370	chr13	109281973	109287733	+
ENSG00000236053.1	LINC01067	chr13	109310135	109311773	+
ENSG00000229792.1	LINC00399	chr13	109400696	109401641	+
ENSG00000234854.1	LINC00676	chr13	109728282	109730007	+
ENSG00000185950.8	IRS2	chr13	109752698	109786568	-
ENSG00000275741.1	RP11-40E6.1	chr13	109785831	109808252	+
ENSG00000275248.1	RP11-40E6.2	chr13	109805317	109805868	+
ENSG00000201161.1	RN7SKP10	chr13	109915096	109915420	+
ENSG00000274331.1	RP11-403A3.1	chr13	109984858	109986565	-
ENSG00000275830.1	RP11-403A3.3	chr13	109988097	110057331	-
ENSG00000276269.1	RP11-403A3.2	chr13	110031101	110031567	-
ENSG00000231428.2	LINC00396	chr13	110053285	110054952	+
ENSG00000265885.2	RN7SL783P	chr13	110097851	110098151	-
ENSG00000279965.1	RP11-472K17.3	chr13	110123208	110125234	+
ENSG00000187498.13	COL4A1	chr13	110148963	110307149	-
ENSG00000279237.1	RP11-212E4.1	chr13	110265251	110266113	-
ENSG00000134871.16	COL4A2	chr13	110305812	110513027	+
ENSG00000276765.1	MIR8073	chr13	110340958	110341029	+
ENSG00000275611.1	RP11-291I6.2	chr13	110429026	110429342	+
ENSG00000224821.5	COL4A2-AS2	chr13	110456396	110463287	-
ENSG00000232814.2	COL4A2-AS1	chr13	110502575	110508179	-
ENSG00000139832.4	RAB20	chr13	110523066	110561733	-
ENSG00000275880.1	RP11-90L1.8	chr13	110613082	110616353	-
ENSG00000213995.10	CARKD	chr13	110615460	110639993	+
ENSG00000134905.15	CARS2	chr13	110641412	110713603	-
ENSG00000153487.12	ING1	chr13	110712736	110723339	+
ENSG00000225239.1	RPL21P107	chr13	110762674	110763133	-
ENSG00000259831.1	LINC00567	chr13	110809676	110813084	-
ENSG00000255874.2	LINC00346	chr13	110863987	110870251	-
ENSG00000088448.13	ANKRD10	chr13	110878540	110915069	-
ENSG00000229152.2	ANKRD10-IT1	chr13	110894639	110899172	-
ENSG00000277767.1	RP11-365P13.5	chr13	110916004	110917827	+
ENSG00000227105.1	PARP1P1	chr13	110936759	110939784	+
ENSG00000275989.1	RP11-365P13.6	chr13	110952722	110952811	-
ENSG00000225760.1	LINC00431	chr13	110983307	110990564	+
ENSG00000225870.1	LINC00368	chr13	111095838	111103097	+
ENSG00000235875.3	ARHGEF7-AS2	chr13	111113812	111115678	-
ENSG00000102606.16	ARHGEF7	chr13	111114559	111305737	+
ENSG00000233644.1	ARHGEF7-IT1	chr13	111122652	111144264	+
ENSG00000227352.1	ARHGEF7-AS1	chr13	111144305	111144733	-
ENSG00000274614.1	RP11-17E4.1	chr13	111182111	111182692	-
ENSG00000153495.9	TEX29	chr13	111316184	111344249	+
ENSG00000204398.5	RP11-65D24.2	chr13	111588201	111672608	+
ENSG00000215881.3	RP11-65D24.1	chr13	111596009	111642079	+
ENSG00000226903.1	LINC00354	chr13	111899985	111901176	+
ENSG00000200072.1	SNORD44	chr13	112052078	112052138	+
ENSG00000182968.4	SOX1	chr13	112067647	112070488	+
ENSG00000260385.1	RP11-450H6.3	chr13	112083549	112085471	+
ENSG00000229520.1	LINC00404	chr13	112106095	112106882	-
ENSG00000224243.1	LINC00403	chr13	112107119	112108015	+
ENSG00000260102.1	LINC01070	chr13	112197350	112201000	+
ENSG00000260343.1	LINC01043	chr13	112313467	112321758	+
ENSG00000223626.1	LINC01044	chr13	112322567	112331225	-
ENSG00000153498.10	SPACA7	chr13	112376319	112434689	+
ENSG00000126216.11	TUBGCP3	chr13	112485005	112588167	-
ENSG00000277159.1	RP11-88E10.4	chr13	112602828	112606417	-
ENSG00000197595.3	ATP11AUN	chr13	112647044	112684497	+
ENSG00000274922.1	RP11-88E10.5	chr13	112686769	112689815	-
ENSG00000068650.17	ATP11A	chr13	112690329	112887168	+
ENSG00000264726.1	AL162711.1	chr13	112717845	112717914	-
ENSG00000232684.1	ATP11A-AS1	chr13	112745449	112754693	-
ENSG00000277545.1	RP11-73M11.3	chr13	112811566	112812158	+
ENSG00000126217.19	MCF2L	chr13	112894378	113099739	+
ENSG00000267868.1	RP11-120K24.3	chr13	112964835	112966131	-
ENSG00000235280.2	MCF2L-AS1	chr13	112967484	112968824	-
ENSG00000269356.1	RP11-120K24.4	chr13	113008778	113009424	+
ENSG00000269376.1	RP11-120K24.5	chr13	113009671	113010319	+
ENSG00000057593.12	F7	chr13	113105788	113120681	+
ENSG00000126218.10	F10	chr13	113122814	113149529	+
ENSG00000231882.1	F10-AS1	chr13	113128155	113128880	-
ENSG00000230371.1	KARSP2	chr13	113130416	113132054	+
ENSG00000126231.12	PROZ	chr13	113158654	113172383	+
ENSG00000269125.1	RP11-98F14.11	chr13	113165002	113165183	-
ENSG00000126226.20	PCID2	chr13	113177539	113208715	-
ENSG00000139842.13	CUL4A	chr13	113208193	113267108	+
ENSG00000278639.1	AL136221.3	chr13	113262834	113262913	+
ENSG00000277942.1	MIR8075	chr13	113262920	113262999	+
ENSG00000275403.1	AL136221.2	chr13	113263006	113263085	+
ENSG00000275261.1	AL136221.1	chr13	113263092	113263171	+
ENSG00000232662.2	LDHBP1	chr13	113276616	113277734	+
ENSG00000185896.10	LAMP1	chr13	113297241	113323672	+
ENSG00000139835.12	GRTP1	chr13	113324164	113364148	-
ENSG00000276434.1	RP11-391H12.8	chr13	113339450	113339958	-
ENSG00000225083.1	GRTP1-AS1	chr13	113351673	113361868	+
ENSG00000278309.1	RP11-102K13.5	chr13	113399610	113405572	-
ENSG00000153531.11	ADPRHL1	chr13	113421940	113453524	-
ENSG00000150401.13	DCUN1D2	chr13	113455819	113490952	-
ENSG00000233613.4	DCUN1D2-AS	chr13	113468901	113476135	+
ENSG00000202347.1	RNU1-16P	chr13	113478915	113479078	-
ENSG00000150403.16	TMCO3	chr13	113490995	113554590	+
ENSG00000276916.1	RP11-230F18.6	chr13	113511747	113514473	+
ENSG00000276248.1	RP11-230F18.5	chr13	113527260	113530621	+
ENSG00000198176.11	TFDP1	chr13	113584721	113641470	+
ENSG00000186009.4	ATP4B	chr13	113648804	113658186	-
ENSG00000185974.6	GRK1	chr13	113667155	113737735	+
ENSG00000279770.1	LINC00552	chr13	113748511	113751089	-
ENSG00000184497.11	TMEM255B	chr13	113759240	113816995	+
ENSG00000233695.2	GAS6-AS1	chr13	113815630	113845744	+
ENSG00000183087.13	GAS6	chr13	113820549	113864067	-
ENSG00000272695.1	GAS6-AS2	chr13	113864168	113866833	+
ENSG00000237699.1	RP11-199F6.4	chr13	113877608	113879376	+
ENSG00000226921.5	LINC00454	chr13	113878489	113883651	-
ENSG00000274766.1	LINC00453	chr13	113883667	113885335	+
ENSG00000229373.7	LINC00452	chr13	113888306	113923512	+
ENSG00000260910.1	LINC00565	chr13	113926514	113928844	-
ENSG00000185989.10	RASA3	chr13	113977783	114132611	-
ENSG00000232487.1	RASA3-IT1	chr13	114107569	114108820	-
ENSG00000130177.13	CDC16	chr13	114234887	114272723	+
ENSG00000264539.1	MIR548AR	chr13	114244505	114244561	+
ENSG00000265450.1	MIR4502	chr13	114273828	114273908	+
ENSG00000169062.13	UPF3A	chr13	114281584	114305817	+
ENSG00000226158.1	CLCP2	chr13	114306646	114307066	+
ENSG00000198824.5	CHAMP1	chr13	114314513	114327328	+
ENSG00000229723.1	LINC01054	chr13	114329559	114333948	-
ENSG00000260615.1	WI2-1528O10.1	chr13	114346167	114346637	+
ENSG00000215398.10	RP11-754I20.1	chr14	18333726	18341859	+
ENSG00000206906.1	RNU6-458P	chr14	18343038	18343144	+
ENSG00000257171.2	RP11-754I20.3	chr14	18395626	18412264	-
ENSG00000257356.2	BNIP3P6	chr14	18418775	18419273	+
ENSG00000238442.1	CR383657.1	chr14	18477371	18477453	+
ENSG00000257959.1	RP11-536C10.4	chr14	18555677	18596310	-
ENSG00000257721.1	RP11-536C10.2	chr14	18560047	18560191	+
ENSG00000258367.2	RP11-536C10.3	chr14	18562928	18568790	+
ENSG00000257825.1	RP11-536C10.5	chr14	18588274	18588315	-
ENSG00000257115.1	OR11H12	chr14	18601045	18602129	+
ENSG00000257672.2	RP11-536C10.17	chr14	18614388	18614561	+
ENSG00000258233.1	ARHGAP42P5	chr14	18623852	18626787	-
ENSG00000257504.1	RP11-536C10.7	chr14	18630318	18633634	-
ENSG00000257644.1	RP11-536C10.13	chr14	18631388	18650966	+
ENSG00000257175.2	RP11-536C10.12	chr14	18634955	18637208	-
ENSG00000258364.1	RP11-536C10.16	chr14	18636043	18637421	+
ENSG00000257731.2	RP11-536C10.11	chr14	18645044	18646221	-
ENSG00000258076.1	RP11-536C10.14	chr14	18645991	18646503	+
ENSG00000257558.2	RP11-536C10.15	chr14	18667249	18667370	+
ENSG00000239200.1	RP11-536C10.1	chr14	18692032	18692408	+
ENSG00000257635.2	RP11-536C10.10	chr14	18698639	18699978	-
ENSG00000257224.1	RP11-536C10.9	chr14	18702281	18702463	-
ENSG00000277529.1	RP11-536C10.25	chr14	18709478	18712643	-
ENSG00000277367.1	RP11-536C10.26	chr14	18889084	18890424	-
ENSG00000278143.1	NF1P4	chr14	18899942	18909673	-
ENSG00000257853.2	MED15P1	chr14	18912805	18916642	-
ENSG00000257891.1	CTD-2311B13.1	chr14	18920109	18934078	+
ENSG00000258265.1	CTD-2311B13.2	chr14	18944199	18945139	+
ENSG00000222036.6	POTEG	chr14	18967434	18999012	+
ENSG00000275563.1	CTD-2311B13.5	chr14	18977180	18980742	-
ENSG00000212612.1	RNU6-1239P	chr14	18978847	18978953	+
ENSG00000258314.3	CTD-2314B22.1	chr14	19024090	19055551	+
ENSG00000274369.1	RP11-146E13.8	chr14	19026521	19028189	-
ENSG00000225210.4	DUXAP10	chr14	19062316	19115270	+
ENSG00000277128.1	RP11-146E13.4	chr14	19127736	19175530	-
ENSG00000278594.1	RP11-146E13.5	chr14	19131842	19132890	-
ENSG00000277710.1	CTD-2314B22.2	chr14	19154134	19155089	+
ENSG00000196143.4	OR11H13P	chr14	19180291	19181269	+
ENSG00000271632.1	RP11-496I2.7	chr14	19199763	19200279	-
ENSG00000277252.1	RP11-496I2.8	chr14	19220796	19220912	-
ENSG00000258781.2	RP11-496I2.4	chr14	19228924	19244931	-
ENSG00000257310.1	RP11-496I2.2	chr14	19244962	19247673	+
ENSG00000277156.1	RP11-496I2.5	chr14	19267115	19268164	+
ENSG00000244306.8	LINC01296	chr14	19284653	19337730	-
ENSG00000279508.1	AL589743.1	chr14	19300177	19302924	-
ENSG00000228294.5	BMS1P17	chr14	19301704	19316914	+
ENSG00000274827.3	LINC01297	chr14	19344578	19384587	-
ENSG00000278301.1	CTD-2311B13.9	chr14	19371822	19373490	+
ENSG00000187537.12	POTEM	chr14	19402486	19434341	-
ENSG00000276888.1	RP11-244H18.1	chr14	19420975	19425017	+
ENSG00000212516.1	RNU6-1268P	chr14	19422815	19422921	-
ENSG00000257162.5	MED15P6	chr14	19485336	19489148	+
ENSG00000258027.2	NF1P7	chr14	19492281	19501740	+
ENSG00000273639.3	RP11-597A11.11	chr14	19499737	19677923	+
ENSG00000274649.1	CTD-2311B13.10	chr14	19511244	19511712	+
ENSG00000278184.1	RP11-597A11.10	chr14	19612191	19619490	+
ENSG00000257432.1	RP11-244H18.4	chr14	19629006	19630340	+
ENSG00000273558.1	RP11-244H18.3	chr14	19637225	19641306	+
ENSG00000258324.2	RP11-536C10.22	chr14	19653623	19653742	-
ENSG00000257493.1	RP11-536C10.20	chr14	19664098	19683677	-
ENSG00000257751.2	RP11-536C10.21	chr14	19668542	19669056	-
ENSG00000257846.2	RP11-597A11.3	chr14	19668829	19670003	+
ENSG00000259069.1	RP11-597A11.6	chr14	19677644	19679016	-
ENSG00000257884.2	RP11-597A11.4	chr14	19677837	19680104	+
ENSG00000257395.1	RP11-597A11.2	chr14	19681420	19684739	+
ENSG00000258080.1	ARHGAP42P4	chr14	19688261	19691194	+
ENSG00000257142.1	RP11-536C10.19	chr14	19700479	19700650	-
ENSG00000258453.2	OR11H2	chr14	19712936	19713920	-
ENSG00000176294.4	OR4N2	chr14	19719015	19828372	+
ENSG00000258438.3	OR11K2P	chr14	19733355	19734302	-
ENSG00000182652.1	OR4Q3	chr14	19747428	19748369	+
ENSG00000176312.4	OR4H12P	chr14	19759868	19760774	+
ENSG00000176299.4	OR4M1	chr14	19780242	19781357	+
ENSG00000258564.1	OR4N1P	chr14	19796345	19797260	+
ENSG00000228304.1	OR4K6P	chr14	19847367	19848263	+
ENSG00000176290.7	OR4K3	chr14	19868242	19869143	-
ENSG00000165762.2	OR4K2	chr14	19876232	19877309	+
ENSG00000258541.1	OR4K4P	chr14	19905917	19906600	+
ENSG00000259016.1	CTD-2335L22.6	chr14	19908096	19908649	-
ENSG00000176281.4	OR4K5	chr14	19920582	19921659	+
ENSG00000155249.4	OR4K1	chr14	19935608	19936683	+
ENSG00000258822.1	OR4K16P	chr14	19956600	19957568	+
ENSG00000169488.5	OR4K15	chr14	19975444	19976659	+
ENSG00000196383.5	OR4Q2	chr14	20002163	20003163	+
ENSG00000169484.2	OR4K14	chr14	20014260	20015193	-
ENSG00000265199.1	AL359218.1	chr14	20033661	20033764	+
ENSG00000176253.2	OR4K13	chr14	20033844	20034760	-
ENSG00000258899.1	OR4U1P	chr14	20043916	20044827	+
ENSG00000176246.1	OR4L1	chr14	20060045	20060983	+
ENSG00000252999.1	RNA5SP380	chr14	20090130	20090227	+
ENSG00000258641.1	OR4T1P	chr14	20093353	20094263	+
ENSG00000176230.4	OR4K17	chr14	20117407	20118438	+
ENSG00000184394.1	OR4N5	chr14	20143736	20144662	+
ENSG00000259074.1	PSMB7P1	chr14	20149232	20149745	+
ENSG00000259095.1	RP11-98N22.6	chr14	20173632	20173813	-
ENSG00000258468.1	OR11G1P	chr14	20179189	20180156	+
ENSG00000196832.3	OR11G2	chr14	20197336	20198446	+
ENSG00000258625.1	OR11H5P	chr14	20209240	20210210	+
ENSG00000266336.1	AL356019.1	chr14	20217154	20217239	-
ENSG00000176219.2	OR11H6	chr14	20223632	20224805	+
ENSG00000258806.1	OR11H7	chr14	20229402	20230341	+
ENSG00000176198.2	OR11H4	chr14	20242739	20243820	+
ENSG00000136319.10	TTC5	chr14	20256558	20305994	-
ENSG00000258768.2	CTD-2292M16.8	chr14	20260480	20264308	-
ENSG00000258459.1	CTD-2292M16.7	chr14	20305730	20306811	+
ENSG00000100814.16	CCNB1IP1	chr14	20311368	20333312	-
ENSG00000222489.1	SNORA79	chr14	20323179	20323326	-
ENSG00000281684.1	AL355075.1	chr14	20323246	20323349	-
ENSG00000238344.1	SNORD126	chr14	20326450	20326526	-
ENSG00000259001.3	RPPH1	chr14	20343048	20343685	-
ENSG00000277209.1	RNaseP_nuc	chr14	20343075	20343407	-
ENSG00000129484.12	PARP2	chr14	20343582	20357905	+
ENSG00000254846.1	RP11-203M5.2	chr14	20344233	20346888	-
ENSG00000129566.11	TEP1	chr14	20365667	20413429	-
ENSG00000200225.1	RNA5SP382	chr14	20414987	20415098	+
ENSG00000185271.6	KLHL33	chr14	20428811	20435642	-
ENSG00000259162.1	RP11-203M5.6	chr14	20437982	20441268	+
ENSG00000092094.9	OSGEP	chr14	20446411	20455105	-
ENSG00000258515.1	RP11-203M5.7	chr14	20451305	20451918	+
ENSG00000100823.10	APEX1	chr14	20455191	20457772	+
ENSG00000165782.9	TMEM55B	chr14	20457719	20461612	-
ENSG00000198805.10	PNP	chr14	20468954	20477094	+
ENSG00000258908.1	RP11-203M5.8	chr14	20474789	20477089	-
ENSG00000182545.6	RNASE10	chr14	20505537	20511169	+
ENSG00000258456.2	PTCD2P1	chr14	20524287	20525422	-
ENSG00000258863.1	SETP1	chr14	20528115	20528959	-
ENSG00000188655.9	RNASE9	chr14	20556093	20560931	-
ENSG00000259060.5	RNASE11	chr14	20582892	20609795	-
ENSG00000173464.13	RNASE11	chr14	20583559	20609884	-
ENSG00000258573.4	RP11-14J7.6	chr14	20587644	20607137	+
ENSG00000258436.1	RNASE12	chr14	20590193	20590823	-
ENSG00000239327.1	RP11-14J7.1	chr14	20616644	20616991	-
ENSG00000181803.3	OR6S1	chr14	20640696	20641691	-
ENSG00000199461.1	Y_RNA	chr14	20679411	20679512	+
ENSG00000258818.3	RNASE4	chr14	20684100	20701215	+
ENSG00000214274.8	ANG	chr14	20684177	20698971	+
ENSG00000259171.1	RP11-903H12.5	chr14	20684587	20700576	+
ENSG00000258451.1	RP11-903H12.3	chr14	20693480	20707120	-
ENSG00000259144.2	RANBP20P	chr14	20720742	20723127	-
ENSG00000181562.3	EDDM3A	chr14	20731699	20748380	+
ENSG00000258963.1	EDDM3DP	chr14	20734578	20735011	+
ENSG00000181552.3	EDDM3B	chr14	20768427	20770948	+
ENSG00000169413.2	RNASE6	chr14	20781051	20782467	+
ENSG00000258810.1	RP11-219E7.1	chr14	20783888	20784293	+
ENSG00000129538.12	RNASE1	chr14	20801228	20803278	-
ENSG00000259130.1	RP11-219E7.3	chr14	20870278	20873592	-
ENSG00000258642.1	RP11-219E7.2	chr14	20874305	20875768	-
ENSG00000169397.3	RNASE3	chr14	20891399	20892348	+
ENSG00000258918.1	RP11-219E7.4	chr14	20897985	20936255	-
ENSG00000258772.1	RP11-84C10.3	chr14	20916766	20928580	-
ENSG00000136315.4	RP11-84C10.2	chr14	20919361	20920299	+
ENSG00000169385.2	RNASE2	chr14	20955452	20956436	+
ENSG00000243817.3	RN7SL189P	chr14	20963579	20963867	+
ENSG00000258599.2	RP11-84C10.1	chr14	20983155	20985066	-
ENSG00000165792.16	METTL17	chr14	20989770	20997035	+
ENSG00000258471.1	RP11-84C10.4	chr14	20995837	20999163	-
ENSG00000165794.8	SLC39A2	chr14	20999255	21001871	+
ENSG00000165795.19	NDRG2	chr14	21016763	21070872	-
ENSG00000278629.1	MIR6717	chr14	21023314	21023386	-
ENSG00000179636.13	TPPP2	chr14	21024109	21036276	+
ENSG00000258604.1	AL161668.5	chr14	21024172	21029271	+
ENSG00000255472.1	RP11-998D10.1	chr14	21032818	21033895	+
ENSG00000206150.3	RNASE13	chr14	21032820	21034785	-
ENSG00000165799.4	RNASE7	chr14	21042226	21044234	+
ENSG00000173431.2	RNASE8	chr14	21057822	21058455	+
ENSG00000165801.8	ARHGEF40	chr14	21070270	21090240	+
ENSG00000165804.14	ZNF219	chr14	21090046	21104722	-
ENSG00000232070.7	TMEM253	chr14	21098937	21103724	+
ENSG00000178107.2	RP11-998D10.4	chr14	21108043	21116703	+
ENSG00000258722.2	CKAP2P1	chr14	21110295	21113472	-
ENSG00000200102.1	RNU6-252P	chr14	21113639	21113745	-
ENSG00000169327.4	OR5AU1	chr14	21154865	21156063	-
ENSG00000259102.2	SMARCE1P3	chr14	21162513	21163743	+
ENSG00000258906.2	CTD-2552B11.3	chr14	21184341	21184959	-
ENSG00000258441.1	LINC00641	chr14	21200079	21206900	-
ENSG00000092199.16	HNRNPC	chr14	21209136	21269494	-
ENSG00000092200.11	RPGRIP1	chr14	21287939	21351301	+
ENSG00000092201.8	SUPT16H	chr14	21351472	21384266	-
ENSG00000260830.1	RP11-524O1.4	chr14	21384292	21384920	+
ENSG00000100888.11	CHD8	chr14	21385194	21456126	-
ENSG00000199436.1	SNORD9	chr14	21392150	21392253	-
ENSG00000200785.1	SNORD8	chr14	21397292	21397401	-
ENSG00000241035.2	RP11-689J19.1	chr14	21398925	21399282	+
ENSG00000258870.1	EIF4EBP1P1	chr14	21419620	21419960	+
ENSG00000274475.1	Metazoa_SRP	chr14	21429508	21429806	-
ENSG00000129472.11	RAB2B	chr14	21459020	21476973	-
ENSG00000092203.12	TOX4	chr14	21476597	21499175	+
ENSG00000165819.10	METTL3	chr14	21498133	21511375	-
ENSG00000165821.10	SALL2	chr14	21521081	21537216	-
ENSG00000257096.1	AE000658.22	chr14	21521083	21522660	+
ENSG00000256737.1	RBBP4P5	chr14	21563819	21565084	+
ENSG00000169208.1	OR10G3	chr14	21569803	21570744	-
ENSG00000256081.2	AE000658.25	chr14	21585290	21586280	-
ENSG00000273586.1	AE000658.26	chr14	21601899	21602825	-
ENSG00000256385.1	UBE2NP1	chr14	21611924	21612381	-
ENSG00000255569.1	TRAV1-1	chr14	21621838	21622567	+
ENSG00000255582.1	OR10G2	chr14	21633836	21634940	-
ENSG00000256553.1	TRAV1-2	chr14	21642889	21643578	+
ENSG00000255664.1	ARL6IP1P1	chr14	21649728	21650337	-
ENSG00000221977.1	OR4E2	chr14	21665083	21666024	+
ENSG00000276240.1	CH17-451C3.1	chr14	21669990	21670935	-
ENSG00000256350.1	AE000658.30	chr14	21698954	21699151	-
ENSG00000211776.2	TRAV2	chr14	21712321	21712843	+
ENSG00000248358.2	AE000658.31	chr14	21714795	21716262	-
ENSG00000211777.2	TRAV3	chr14	21723713	21724321	+
ENSG00000211778.2	TRAV4	chr14	21736152	21736982	+
ENSG00000211779.3	TRAV5	chr14	21749178	21749705	+
ENSG00000240954.1	RPL4P1	chr14	21750269	21751546	+
ENSG00000211780.3	TRAV6	chr14	21768489	21769080	+
ENSG00000222776.1	AC243980.1	chr14	21780568	21780649	+
ENSG00000211781.3	TRAV7	chr14	21782993	21783503	+
ENSG00000211782.2	TRAV8-1	chr14	21797287	21797886	+
ENSG00000211783.3	TRAV9-1	chr14	21811502	21811977	+
ENSG00000211784.2	TRAV10	chr14	21825472	21826075	+
ENSG00000256474.1	TRAV11	chr14	21829539	21830070	+
ENSG00000211785.1	TRAV12-1	chr14	21841240	21841774	+
ENSG00000211786.3	TRAV8-2	chr14	21846537	21847221	+
ENSG00000211787.1	TRAV8-3	chr14	21852558	21853006	+
ENSG00000211788.2	TRAV13-1	chr14	21868839	21869365	+
ENSG00000211789.2	TRAV12-2	chr14	21887857	21888502	+
ENSG00000211790.2	TRAV8-4	chr14	21894433	21895030	+
ENSG00000256379.1	TRAV8-5	chr14	21903077	21903598	+
ENSG00000211791.2	TRAV13-2	chr14	21918188	21918756	+
ENSG00000211792.2	TRAV14DV4	chr14	21924063	21924651	+
ENSG00000211793.2	TRAV9-2	chr14	21941128	21941657	+
ENSG00000258482.1	TRAV15	chr14	21950406	21950654	+
ENSG00000258557.1	AE000659.41	chr14	21962819	21963042	-
ENSG00000211794.3	TRAV12-3	chr14	21965451	21966061	+
ENSG00000211795.3	TRAV8-6	chr14	21978459	21979120	+
ENSG00000211796.1	TRAV16	chr14	21990496	21990938	+
ENSG00000211797.2	TRAV17	chr14	21997539	21998168	+
ENSG00000211798.3	TRAV18	chr14	22003106	22003673	+
ENSG00000211799.3	TRAV19	chr14	22007512	22008181	+
ENSG00000258705.2	AE000660.4	chr14	22011910	22014964	+
ENSG00000211800.3	TRAV20	chr14	22040594	22041153	+
ENSG00000211801.3	TRAV21	chr14	22052514	22053056	+
ENSG00000276428.1	AE000660.21	chr14	22066016	22066373	+
ENSG00000211802.3	TRAV22	chr14	22070557	22071208	+
ENSG00000211803.2	TRAV23DV6	chr14	22086407	22086961	+
ENSG00000211804.3	TRDV1	chr14	22096032	22096619	+
ENSG00000211805.1	TRAV24	chr14	22105343	22105846	+
ENSG00000211806.2	TRAV25	chr14	22112347	22113031	+
ENSG00000211807.3	TRAV26-1	chr14	22123318	22124285	+
ENSG00000211808.3	TRAV8-7	chr14	22132553	22133034	+
ENSG00000238634.1	AC245470.1	chr14	22142926	22143003	+
ENSG00000211809.2	TRAV27	chr14	22147995	22148633	+
ENSG00000258835.1	TRAV28	chr14	22155079	22155638	+
ENSG00000211810.3	TRAV29DV5	chr14	22163238	22163870	+
ENSG00000259092.1	TRAV30	chr14	22168429	22168988	+
ENSG00000249048.2	TRAV31	chr14	22177273	22177864	+
ENSG00000258905.1	TRAV32	chr14	22185562	22186057	+
ENSG00000258812.1	TRAV33	chr14	22190158	22190713	+
ENSG00000211812.1	TRAV26-2	chr14	22202583	22203368	+
ENSG00000211813.2	TRAV34	chr14	22207522	22208129	+
ENSG00000211814.1	TRAV35	chr14	22221896	22222475	+
ENSG00000211815.3	TRAV36DV7	chr14	22226746	22227254	+
ENSG00000259068.1	TRAV37	chr14	22265749	22266264	+
ENSG00000211816.2	TRAV38-1	chr14	22271968	22272563	+
ENSG00000277734.3	TRAC	chr14	22281105	22552155	+
ENSG00000211817.2	TRAV38-2DV8	chr14	22281105	22281748	+
ENSG00000211818.1	TRAV39	chr14	22304054	22304553	+
ENSG00000211819.3	TRAV40	chr14	22314490	22314919	+
ENSG00000211820.1	TRAV41	chr14	22320188	22320691	+
ENSG00000256221.1	AE000661.36	chr14	22332922	22334685	-
ENSG00000251002.6	AE000661.37	chr14	22380680	22482959	-
ENSG00000259042.2	AE000661.50	chr14	22417836	22418657	+
ENSG00000211821.2	TRDV2	chr14	22422371	22423042	+
ENSG00000211829.5	TRDC	chr14	22422546	22465787	+
ENSG00000223997.1	TRDD1	chr14	22438547	22438554	+
ENSG00000237235.2	TRDD2	chr14	22439007	22439015	+
ENSG00000228985.1	TRDD3	chr14	22449113	22449125	+
ENSG00000211825.1	TRDJ1	chr14	22450089	22450139	+
